index,critic_score,user_score,rating,year
6884,63.0,,E,2008.0
6887,,8.0,E,2004.0
6888,45.0,2.2,T,2013.0
6894,94.0,8.9,T,2000.0
6902,,,E,2011.0
6903,65.0,,E,2000.0
6906,,,E,2008.0
6920,,,M,2009.0
6923,53.0,,E,2011.0
6925,77.0,7.7,M,2006.0
6926,75.0,6.0,E10+,2008.0
6927,,7.2,E,2011.0
6928,62.0,,E,2011.0
6931,,,E,2009.0
6932,56.0,,E,2010.0
6943,67.0,3.1,E,2003.0
6944,,,E,2009.0
6945,,,E,2013.0
6946,,,E,2009.0
6952,42.0,1.0,E10+,2008.0
6953,72.0,,T,2006.0
6966,,,T,2011.0
6967,,,E,2009.0
6968,,,E,2009.0
6971,58.0,5.6,T,2003.0
6977,66.0,,E10+,2009.0
6978,,,E,2011.0
6981,68.0,8.9,T,2004.0
6983,93.0,9.2,E,2001.0
6991,53.0,,E,2002.0
6992,55.0,6.5,T,2014.0
6997,53.0,,E,2002.0
6998,63.0,,E,2008.0
6999,69.0,6.2,E10+,2006.0
7000,,2.8,E,2007.0
7004,78.0,,E,2000.0
7005,,,T,2009.0
7006,,7.2,E10+,2011.0
7007,67.0,7.8,E,2006.0
7008,73.0,8.8,T,2002.0
7010,91.0,7.6,E,1997.0
7013,48.0,,E10+,2011.0
7015,71.0,,E,2005.0
7029,79.0,8.5,E,2003.0
7030,64.0,7.4,E10+,2012.0
7035,70.0,7.9,T,2012.0
7036,,,T,2007.0
7046,54.0,,E,2009.0
7048,67.0,8.9,E,2005.0
7053,,,E,2009.0
7056,,,E,2007.0
7057,,,T,2008.0
7059,,,E,2007.0
7060,56.0,6.6,E10+,2007.0
7067,,8.4,E,2008.0
7072,58.0,,E,2011.0
7079,,,E,2009.0
7083,49.0,4.8,E,2004.0
7085,89.0,7.6,T,2015.0
7086,,,E,2010.0
7087,61.0,9.0,T,2007.0
7090,,3.3,E,2007.0
7093,61.0,,E,2003.0
7094,72.0,7.3,M,2012.0
7098,,,T,2010.0
7100,62.0,,E,2008.0
7102,41.0,,E,2010.0
7108,,,E,2010.0
7109,71.0,8.0,E10+,2006.0
7110,55.0,10.0,E,2002.0
7113,,5.4,T,2015.0
7115,54.0,6.8,E,2010.0
7119,,,E,2010.0
7123,58.0,6.1,T,2008.0
7124,,7.6,E10+,2015.0
7125,81.0,8.5,T,2003.0
7131,,,E,2010.0
7132,49.0,5.6,E,2003.0
7137,,,E,2013.0
7140,,,E10+,2009.0
7142,80.0,8.5,E10+,2015.0
7144,66.0,,T,2004.0
7146,,,E10+,2010.0
7148,,,T,2012.0
7151,,,E,2008.0
7152,61.0,7.9,T,2010.0
7154,78.0,8.6,T,2007.0
7156,,,E,2008.0
7157,,8.0,E,2005.0
7158,,7.8,E10+,2014.0
7159,72.0,7.1,M,2015.0
7162,,8.8,E,2005.0
7163,,,E,2009.0
7168,,,E,2009.0
7178,,7.7,T,2005.0
7179,,,T,2009.0
7180,,,E,2008.0
7181,61.0,,E,2008.0
7192,66.0,,E,2004.0
7193,78.0,8.5,T,2013.0
7198,,6.3,E,2008.0
7200,99.0,9.1,E,1998.0
7201,59.0,8.1,E,2001.0
7203,73.0,7.3,E,2000.0
7206,68.0,7.1,T,2008.0
7208,52.0,,E,2008.0
7209,,,E,2002.0
7210,80.0,8.6,E10+,2011.0
7212,46.0,,E10+,2010.0
7213,78.0,7.5,T,2008.0
7215,49.0,,E10+,2009.0
7217,58.0,,E10+,2010.0
7222,33.0,,E,2009.0
7224,69.0,,E,2008.0
7226,67.0,,T,2011.0
7229,59.0,,E,2002.0
7237,,,E10+,2008.0
7244,59.0,,E,2011.0
7247,,,E,2010.0
7250,,,E,2009.0
7253,46.0,5.2,T,2014.0
7260,60.0,,T,2002.0
7263,,,M,2010.0
7268,57.0,,E,2009.0
7269,73.0,6.8,E,2005.0
7270,63.0,,T,2003.0
7272,96.0,8.9,E,1998.0
7275,54.0,9.0,E,2004.0
7277,66.0,8.1,E,2007.0
7278,56.0,,E,2008.0
7279,,,E,2003.0
7285,,,E,2008.0
7287,,6.4,T,2014.0
7288,51.0,,T,2009.0
7289,68.0,,E,2007.0
7292,,,E10+,2010.0
7295,67.0,,T,2001.0
7299,56.0,6.0,E,2009.0
7303,30.0,3.9,E10+,2011.0
7304,60.0,,E10+,2005.0
7307,,8.7,E10+,2009.0
7309,67.0,6.8,E,2008.0
7310,,,E,2011.0
7311,,,E,2008.0
7313,71.0,8.7,E,2007.0
7317,,,E,2008.0
7319,,,E,2008.0
7320,,,E,2006.0
7321,69.0,,E,2007.0
7325,64.0,,E,2000.0
7327,50.0,3.4,T,2011.0
7331,43.0,4.3,T,2014.0
7332,56.0,8.5,T,2004.0
7333,36.0,1.8,M,2003.0
7336,,,E,2008.0
7341,55.0,,E10+,2011.0
7342,,,E10+,2011.0
7350,,8.9,E,2009.0
7351,,,E10+,2012.0
7356,79.0,7.4,E10+,2014.0
7363,72.0,8.1,T,2006.0
7365,,,T,2009.0
7367,74.0,7.0,T,2002.0
7374,,,E,2010.0
7375,42.0,2.7,T,2013.0
7379,75.0,8.6,T,2004.0
7381,,,E,2008.0
7382,,,E,2003.0
7384,54.0,4.0,E10+,2008.0
7387,61.0,5.8,E,2013.0
7388,76.0,8.5,E,2008.0
7390,,,E,2011.0
7400,43.0,7.4,E,2000.0
7406,,,E10+,2011.0
7409,57.0,5.3,E10+,2007.0
7414,,,E,2010.0
7416,72.0,7.1,M,2015.0
7435,,8.0,E10+,2011.0
7436,86.0,8.9,E,2007.0
7437,57.0,,E,2003.0
7443,85.0,8.9,E,2000.0
7448,48.0,,E,2011.0
7454,73.0,8.9,T,2009.0
7459,39.0,,E,2008.0
7460,,,E,2013.0
7463,86.0,8.6,M,2007.0
7465,41.0,6.0,E,2008.0
7473,62.0,3.0,E,2006.0
7475,,,E,2008.0
7476,,,E,2006.0
7477,84.0,7.8,E,2010.0
7484,74.0,9.7,M,2004.0
7486,55.0,3.1,E10+,2012.0
7489,72.0,8.6,E,2000.0
7490,,,E,2009.0
7491,80.0,6.6,E,2011.0
7496,,,E,2010.0
7498,75.0,,E,2002.0
7508,,,E,2005.0
7509,78.0,,E,2001.0
7513,73.0,7.0,M,2015.0
7514,64.0,7.4,T,2005.0
7515,75.0,8.8,E10+,2007.0
7524,69.0,9.0,E,2006.0
7525,,5.4,E,2005.0
7533,73.0,8.6,M,2003.0
7534,84.0,8.3,T,2016.0
7536,,8.7,E,2004.0
7537,,,E,2005.0
7540,51.0,5.6,M,2009.0
7545,67.0,7.4,T,2005.0
7547,20.0,1.9,E,2007.0
7551,,,E10+,2012.0
7553,79.0,8.8,E,2004.0
7554,,3.4,T,2011.0
7557,61.0,8.7,E,2004.0
7560,,,E,2011.0
7567,70.0,,E,2006.0
7568,77.0,8.1,E,2004.0
7569,71.0,,T,2002.0
7576,,6.4,E10+,2014.0
7586,,,EC,2009.0
7587,,,T,2009.0
7593,,7.4,E,2008.0
7598,45.0,,E,2003.0
7600,73.0,7.7,T,1998.0
7601,86.0,9.0,E,2000.0
7603,93.0,9.2,E,2001.0
7605,72.0,7.0,E,2000.0
7606,99.0,9.1,E,1998.0
7610,93.0,9.2,E,2001.0
7619,68.0,,E,2009.0
7622,37.0,,E,2008.0
7623,60.0,,E,2005.0
7625,,,E10+,2009.0
7627,,,E10+,2009.0
7632,75.0,7.3,M,2014.0
7634,,,E,2009.0
7636,82.0,6.7,E,2012.0
7637,,,T,2010.0
7638,,,E,2010.0
7641,,,E,2008.0
7645,67.0,,E,2004.0
7646,77.0,,E,2004.0
7648,,8.8,E,2008.0
7657,77.0,8.1,E,2004.0
7660,62.0,,E,2003.0
7661,86.0,8.5,T,2012.0
7667,62.0,,E,2002.0
7669,49.0,,E,2009.0
7670,,,E,2003.0
7671,,3.0,E10+,2012.0
7672,54.0,7.2,E,2015.0
7681,65.0,,E,2007.0
7683,,,E,2002.0
7696,74.0,,T,2002.0
7699,,8.0,T,2011.0
7709,74.0,7.2,E10+,2010.0
7711,65.0,,E,2001.0
7712,,,T,2010.0
7719,,,E,2008.0
7720,57.0,,E,2009.0
7721,25.0,5.1,T,2003.0
7724,78.0,6.0,M,2013.0
7726,,1.5,E,2009.0
7727,,,E,2016.0
7732,55.0,5.6,T,2012.0
7734,,,E10+,2008.0
7735,72.0,5.7,T,2011.0
7737,67.0,,E10+,2006.0
7740,64.0,,E,2002.0
7743,,7.0,E10+,2011.0
7750,60.0,6.7,E10+,2011.0
7756,,,E,2009.0
7758,,,E10+,2009.0
7759,81.0,8.9,T,2014.0
7761,,,E10+,2012.0
7772,,,E10+,2015.0
7776,,,E,2010.0
7779,57.0,7.3,M,2008.0
7780,,,E,2008.0
7783,46.0,,E,2009.0
7786,,,T,2010.0
7787,51.0,,T,2004.0
7794,62.0,,E10+,2008.0
7795,85.0,4.7,E,2001.0
7801,,,E10+,2011.0
7812,70.0,,T,2008.0
7813,69.0,,T,2008.0
7815,73.0,6.9,E,2014.0
7818,,2.0,E,2004.0
7822,,,M,2003.0
7829,,,E,2010.0
7830,74.0,7.2,M,1998.0
7831,,3.8,E,2011.0
7834,93.0,9.2,E,2001.0
7839,39.0,,E,2008.0
7841,,,E,2008.0
7844,66.0,,E,2002.0
7848,,,T,2011.0
7853,72.0,7.0,E,2000.0
7858,,,E10+,2010.0
7865,52.0,,E10+,2007.0
7866,,,E10+,2009.0
7877,53.0,9.0,E,2010.0
7878,,,E10+,2009.0
7888,,8.8,M,2014.0
7891,,,E,2009.0
7892,62.0,,E,2006.0
7893,,,E10+,2009.0
7898,96.0,8.9,M,2005.0
7900,84.0,6.1,E10+,2011.0
7901,37.0,2.8,E,2007.0
7907,39.0,4.0,E,2010.0
7912,,4.5,T,2009.0
7914,60.0,,E10+,2010.0
7916,,,E,2009.0
7919,67.0,7.3,E,2004.0
7920,57.0,,E,2011.0
7923,91.0,8.9,E,2013.0
7925,62.0,7.7,T,2000.0
7926,,10.0,E,2007.0
7927,80.0,6.6,E,2011.0
7931,72.0,,E,2002.0
7932,,5.7,E,2008.0
7935,49.0,,E,2000.0
7937,77.0,7.1,E,2007.0
7938,,,E,2008.0
7943,,,T,2010.0
7948,51.0,,T,2011.0
7950,,,E10+,2011.0
7956,72.0,7.5,E,2007.0
7967,71.0,7.3,T,2003.0
7969,,,E,2007.0
7973,38.0,3.1,T,2015.0
7978,,7.4,T,2011.0
7979,,,E10+,2009.0
7980,,,E,2009.0
7983,,3.5,T,2011.0
7985,,7.3,T,2014.0
7986,,,E,2009.0
7987,51.0,,E,2011.0
7988,,8.9,E,2005.0
7992,70.0,8.6,T,2004.0
7993,,,E,2013.0
7997,,,T,2010.0
7999,,,E10+,2010.0
8001,,,E,2009.0
8004,55.0,3.5,E,2001.0
8009,,,E10+,2016.0
8010,,,E,2011.0
8011,72.0,,T,2006.0
8013,86.0,8.2,E,2007.0
8014,,,E,2008.0
8015,71.0,7.0,T,2009.0
8017,,,E10+,2010.0
8018,45.0,6.1,M,2010.0
8019,,,E10+,2010.0
8021,57.0,,E,2001.0
8023,64.0,5.5,E10+,2006.0
8024,83.0,7.9,T,2012.0
8030,,7.1,M,2015.0
8033,,6.7,E10+,2009.0
8034,69.0,7.4,M,2012.0
8036,,,E,2010.0
8040,91.0,8.5,E,1998.0
8041,,,E,2009.0
8045,,,E,2008.0
8046,80.0,8.5,E10+,2015.0
8047,,6.8,T,2009.0
8058,47.0,,E,2010.0
8060,80.0,7.8,E,2006.0
8068,54.0,,E,2011.0
8073,,,E10+,2016.0
8077,50.0,5.6,E,2011.0
8086,82.0,9.4,E,2000.0
8092,86.0,8.8,E10+,2009.0
8099,93.0,8.8,M,2006.0
8104,78.0,7.3,E,2001.0
8111,,,T,2011.0
8114,,,E10+,2011.0
8116,59.0,,E10+,2009.0
8121,,,E,2005.0
8123,,8.1,T,2005.0
8131,,8.1,E,2012.0
8132,72.0,8.0,E,2001.0
8133,69.0,,T,2010.0
8135,64.0,,T,2002.0
8138,,,E10+,2011.0
8140,65.0,3.2,M,2015.0
8141,,,E,2008.0
8142,,9.2,T,2008.0
8150,51.0,7.6,T,2001.0
8151,48.0,8.1,T,2011.0
8155,,5.8,T,2009.0
8158,49.0,,E,2004.0
8159,,,E,2009.0
8165,47.0,5.0,E,2003.0
8166,59.0,,E10+,2010.0
8168,83.0,,E,2002.0
8170,85.0,9.0,E10+,2011.0
8171,69.0,7.2,E,2008.0
8175,63.0,,E,2001.0
8176,,,E,2001.0
8177,,6.0,E,2008.0
8178,60.0,,E,2000.0
8183,,,E,2004.0
8184,,5.5,E,2008.0
8186,48.0,,E,2005.0
8190,,7.1,T,2015.0
8192,,5.2,E,2009.0
8194,87.0,,E,2002.0
8196,,,E10+,2011.0
8197,53.0,7.7,E,2002.0
8204,72.0,1.7,E10+,2012.0
8210,,,E,2011.0
8211,68.0,,E,2002.0
8212,61.0,,E10+,2005.0
8213,39.0,,E,2001.0
8215,,8.0,E,2002.0
8219,,,E,2009.0
8220,59.0,,E10+,2006.0
8222,65.0,4.3,E,2011.0
8223,93.0,8.4,T,1999.0
8225,66.0,,E,2004.0
8227,66.0,,E,2006.0
8228,,,E,2008.0
8229,70.0,6.1,E10+,2005.0
8231,73.0,8.9,T,2009.0
8233,69.0,7.6,E10+,2006.0
8237,,,E,2007.0
8245,,,T,2008.0
8250,82.0,8.7,T,2010.0
8252,,,E10+,2009.0
8253,70.0,,E,2001.0
8254,42.0,,E10+,2008.0
8258,,,E,2011.0
8260,58.0,7.0,E,2010.0
8266,,,E,2011.0
8268,59.0,6.5,E10+,2008.0
8269,90.0,8.7,T,1999.0
8276,,,E,2010.0
8278,52.0,,E,2005.0
8280,,,E,2011.0
8282,84.0,7.4,E,2016.0
8283,,,E,2008.0
8286,,,E,2009.0
8287,91.0,9.0,M,1996.0
8293,60.0,8.3,T,2007.0
8296,54.0,,E10+,2010.0
8298,52.0,,E,2005.0
8299,52.0,5.2,E10+,2014.0
8304,,8.5,T,2009.0
8306,79.0,9.0,E,2000.0
8310,86.0,9.1,E10+,2009.0
8316,69.0,8.3,E10+,2005.0
8317,,5.2,E10+,2012.0
8319,48.0,6.3,T,2002.0
8321,77.0,6.8,M,2000.0
8322,94.0,9.2,E,1996.0
8323,75.0,8.1,E,1999.0
8326,73.0,8.2,T,2016.0
8327,,,E,2004.0
8329,,5.4,E,2009.0
8332,,,E,2008.0
8333,,,E,2008.0
8336,65.0,,E,2004.0
8337,54.0,7.3,M,2008.0
8342,69.0,8.2,T,2006.0
8343,34.0,3.0,E10+,2011.0
8346,59.0,4.0,E10+,2011.0
8348,,8.8,T,2016.0
8351,43.0,7.0,E,2002.0
8354,45.0,6.9,M,2010.0
8356,,,E,2008.0
8357,71.0,9.0,E,2003.0
8364,74.0,8.2,M,2002.0
8370,43.0,5.3,E,2007.0
8373,75.0,7.7,T,2006.0
8375,92.0,9.2,T,1997.0
8379,71.0,,E,2000.0
8380,,,E,2010.0
8386,,,E,2008.0
8391,,,E,2007.0
8392,,,E,2009.0
8395,75.0,8.4,E,2009.0
8396,79.0,8.5,M,2009.0
8403,64.0,5.7,E10+,2007.0
8407,71.0,7.8,T,2001.0
8410,,,E,2010.0
8412,72.0,4.5,E,2010.0
8423,,,E,2010.0
8425,62.0,,E,2006.0
8428,50.0,,E10+,2010.0
8432,,,E10+,2009.0
8434,,3.8,E,2015.0
8443,44.0,,E,2005.0
8444,,,E,2010.0
8445,,,E,2008.0
8447,78.0,4.1,E,2013.0
8449,70.0,8.7,E,2007.0
8451,,,E,2011.0
8455,,,E10+,2009.0
8460,52.0,,E,2010.0
8468,,,E,2010.0
8472,69.0,10.0,E,2008.0
8478,,7.3,E,2008.0
8481,71.0,,E,2000.0
8483,34.0,1.7,E,2006.0
8485,56.0,,E,2002.0
8492,65.0,,E,2006.0
8494,73.0,,T,2003.0
8498,,,E,2006.0
8500,59.0,7.6,M,2010.0
8506,,,E,2006.0
8507,74.0,,M,2004.0
8509,64.0,,E10+,2008.0
8510,,7.8,E,2007.0
8513,72.0,8.4,T,2003.0
8515,,5.0,E10+,2007.0
8528,61.0,,E,2008.0
8529,,,E10+,2010.0
8530,67.0,,E,2005.0
8534,45.0,6.3,E,2005.0
8547,77.0,8.4,M,2001.0
8550,47.0,,E,2006.0
8552,74.0,7.7,T,2000.0
8554,97.0,7.5,T,2001.0
8555,61.0,,M,2002.0
8556,52.0,,E,2002.0
8558,,,T,2008.0
8560,,,E,2011.0
8561,64.0,7.3,E,2003.0
8562,56.0,,E,2005.0
8565,,,E,2008.0
8568,59.0,,E,2011.0
8574,,,E,2001.0
8576,69.0,7.5,T,2006.0
8577,,5.4,E,2000.0
8579,94.0,9.2,E,1996.0
8581,80.0,8.3,T,2000.0
8585,94.0,9.2,E,1996.0
8587,54.0,7.5,T,2000.0
8588,84.0,9.1,E,2001.0
8590,37.0,,T,2009.0
8594,63.0,,T,2003.0
8597,61.0,9.0,T,2007.0
8598,59.0,,E,2004.0
8602,,,E,2009.0
8603,,,E10+,2010.0
8604,84.0,8.0,T,2014.0
8605,64.0,7.4,E10+,2010.0
8608,66.0,6.2,M,2004.0
8613,68.0,7.0,E,2006.0
8614,,,E,2008.0
8615,,,E,2010.0
8619,,7.6,E,2003.0
8620,55.0,,E,2000.0
8624,43.0,,T,2008.0
8632,33.0,,T,2009.0
8633,62.0,,E,2005.0
8638,,,E,2007.0
8639,,8.3,M,2014.0
8641,50.0,,E,2007.0
8646,,,E10+,2005.0
8647,,,E,2009.0
8650,44.0,5.7,T,2014.0
8652,70.0,,T,2010.0
8658,,,E10+,2009.0
8660,,,E,2010.0
8666,89.0,7.4,M,2005.0
8667,96.0,8.9,E,1998.0
8668,74.0,7.0,E,2008.0
8669,84.0,,E,2002.0
8670,46.0,4.0,E,2014.0
8676,,5.9,E10+,2009.0
8679,,6.8,E,2010.0
8680,60.0,3.6,T,2011.0
8682,64.0,7.3,M,2014.0
8684,85.0,7.5,M,2011.0
8685,62.0,3.0,E,2006.0
8688,,,T,2008.0
8689,62.0,7.5,T,2013.0
8690,,,E,2008.0
8691,50.0,,E,2002.0
8694,69.0,7.9,E10+,2008.0
8695,57.0,,E,2000.0
8697,,,E,2009.0
8698,82.0,9.0,E,2002.0
8704,63.0,5.7,E,2003.0
8706,,,E10+,2010.0
8715,,2.8,E,2013.0
8716,47.0,5.2,M,2010.0
8722,68.0,8.6,E,2004.0
8724,,6.7,E,2007.0
8725,,,E,2010.0
8728,57.0,6.2,E,2007.0
8736,,,E,2011.0
8737,60.0,,E,2007.0
8746,,8.8,T,2010.0
8751,53.0,3.5,E,2007.0
8753,52.0,,E,2004.0
8759,64.0,6.0,E,2005.0
8766,57.0,,E,2000.0
8767,82.0,8.2,T,2014.0
8770,,,T,2011.0
8773,72.0,8.5,E,2008.0
8774,,2.8,E10+,2008.0
8775,,,E,2009.0
8777,62.0,7.4,M,2008.0
8778,,,E,2009.0
8780,26.0,,E,2009.0
8783,,,E10+,2010.0
8784,,,E10+,2009.0
8788,,,E,2005.0
8792,58.0,7.4,T,2012.0
8796,,,E,2010.0
8806,,,E10+,2009.0
8808,,8.5,T,2004.0
8809,,,E,2006.0
8826,54.0,,E,2001.0
8827,,,T,2007.0
8828,,,E,2010.0
8829,,,T,2013.0
8830,,,T,2009.0
8832,,,E,2010.0
8833,,2.5,E10+,2014.0
8834,,,E10+,2011.0
8837,33.0,4.8,E10+,2013.0
8843,,,E,2002.0
8844,,7.7,E,2014.0
8845,,7.6,E10+,2008.0
8846,,,T,2008.0
8848,97.0,8.9,M,2000.0
8850,99.0,9.1,E,1998.0
8851,83.0,8.6,E,1998.0
8853,,,E,2009.0
8854,,,E,2008.0
8857,62.0,,E,2003.0
8858,,,E,2011.0
8859,,,T,2009.0
8864,,,E,2009.0
8870,67.0,4.7,T,2011.0
8871,77.0,6.6,T,2014.0
8872,40.0,,E,2006.0
8875,,,E,2012.0
8876,56.0,0.0,E,2004.0
8878,72.0,7.2,M,2013.0
8880,76.0,7.0,M,2015.0
8884,69.0,8.6,E,2003.0
8890,70.0,7.7,M,2013.0
8908,81.0,,T,2005.0
8911,,,E,2008.0
8915,65.0,,E,2005.0
8917,83.0,9.3,T,2003.0
8918,75.0,8.8,E,2004.0
8920,74.0,9.0,T,2008.0
8921,,,E,2010.0
8924,67.0,,E,2008.0
8928,94.0,8.8,T,2000.0
8932,,,E,2009.0
8933,82.0,8.2,T,2007.0
8934,77.0,7.5,E,2013.0
8935,73.0,9.0,E,2005.0
8936,,,E,2009.0
8939,65.0,,E,2004.0
8941,,,E10+,2015.0
8944,,,E,2011.0
8946,,8.0,E,2009.0
8949,63.0,,E,2008.0
8950,,,T,2009.0
8952,,,E,2009.0
8953,,,E,2010.0
8954,57.0,,E,2008.0
8958,,,T,2011.0
8960,47.0,7.0,E,2002.0
8963,90.0,8.8,E,2001.0
8967,62.0,7.0,E10+,2010.0
8974,,,E,2005.0
8982,,,E,2004.0
8986,,,E,2007.0
8993,,8.7,M,2007.0
8994,63.0,,T,2002.0
8995,83.0,,E,2002.0
8997,64.0,,E,2008.0
8999,68.0,,E10+,2007.0
9001,,,E,2001.0
9005,,3.0,E10+,2007.0
9006,,,T,2009.0
9018,73.0,8.9,T,2009.0
9019,,,T,2016.0
9021,78.0,9.2,E,2005.0
9024,56.0,6.1,E,2015.0
9026,50.0,,E,2010.0
9027,,,T,2011.0
9031,,,E,2009.0
9034,66.0,,E10+,2007.0
9038,59.0,,E10+,2006.0
9041,70.0,,T,2001.0
9046,72.0,7.0,E,2004.0
9047,63.0,,E,2003.0
9055,87.0,8.9,T,2000.0
9058,62.0,7.5,T,2013.0
9060,,,E,2009.0
9071,,,E,2010.0
9073,,,E,2011.0
9075,79.0,8.9,E,2004.0
9076,90.0,8.9,T,2012.0
9077,90.0,9.0,T,2000.0
9078,65.0,,E,2008.0
9081,73.0,7.1,E,2001.0
9083,,,E,2010.0
9084,68.0,,E,2008.0
9086,,5.7,M,2014.0
9088,,8.3,E,2004.0
9089,,,E,2010.0
9096,82.0,8.7,M,2013.0
9098,58.0,0.0,E,2002.0
9100,,,E,2010.0
9102,66.0,9.0,E,2003.0
9103,55.0,6.0,T,2009.0
9110,,,E,2013.0
9112,62.0,,T,2009.0
9113,,6.0,T,2009.0
9116,,,E,2010.0
9118,62.0,7.5,E10+,2008.0
9119,,,E,2009.0
9126,38.0,,E,2007.0
9128,,,M,2008.0
9129,61.0,7.8,T,2000.0
9130,,,E,2011.0
9132,,3.8,T,2016.0
9136,73.0,8.2,E,2007.0
9138,62.0,,E10+,2005.0
9144,,6.6,E,2014.0
9145,53.0,,E,2001.0
9146,94.0,8.8,T,2000.0
9151,48.0,5.8,T,2000.0
9156,,7.8,M,2014.0
9161,,,E,2008.0
9163,60.0,,E10+,2006.0
9164,,,E,2010.0
9165,93.0,9.4,T,2000.0
9166,,,T,2009.0
9171,,,E,2010.0
9173,46.0,,E,2010.0
9176,,5.3,E,2007.0
9182,54.0,,E,2003.0
9187,,6.9,E10+,2006.0
9188,78.0,4.1,E,2013.0
9194,80.0,6.9,T,2005.0
9200,72.0,,E,2002.0
9202,,,E,2010.0
9206,68.0,,E10+,2005.0
9209,,8.0,T,2000.0
9211,83.0,8.4,E,2007.0
9215,58.0,9.0,T,2002.0
9216,54.0,,T,2009.0
9218,78.0,8.4,E,2011.0
9221,,,E10+,2011.0
9225,,8.5,M,2010.0
9226,,,E,2010.0
9227,38.0,,E,2007.0
9229,53.0,6.9,T,2006.0
9231,80.0,8.2,E,2005.0
9232,86.0,7.7,M,2015.0
9235,56.0,8.0,E,2002.0
9236,68.0,8.5,T,2006.0
9239,76.0,6.8,E,2005.0
9242,75.0,,E10+,2008.0
9246,81.0,7.8,T,2001.0
9248,,,E,2007.0
9252,,6.7,E,2005.0
9256,,7.1,M,2014.0
9257,,,E10+,2008.0
9261,,,E,2007.0
9263,,8.2,E,2006.0
9266,,6.2,E,2003.0
9267,63.0,7.6,E,2008.0
9268,71.0,7.4,T,2008.0
9272,,,E,2011.0
9274,62.0,,E,2008.0
9275,91.0,9.0,M,1996.0
9278,,,E,2010.0
9284,65.0,,E10+,2011.0
9285,56.0,5.8,T,2009.0
9293,69.0,,E,2005.0
9295,88.0,,E,2004.0
9297,50.0,,E10+,2011.0
9301,78.0,8.3,E,2004.0
9308,57.0,8.0,T,2003.0
9309,72.0,,E,2006.0
9311,,,E10+,2012.0
9312,,,E,2001.0
9313,,,E,2010.0
9314,85.0,6.9,T,2004.0
9316,,,E,2007.0
9320,49.0,,E,2008.0
9321,85.0,8.3,E,2011.0
9323,,,E,2009.0
9327,64.0,6.9,T,2010.0
9328,,,E,2003.0
9329,,,E,2009.0
9340,69.0,8.6,T,2005.0
9341,,,E,2008.0
9343,,,E,2009.0
9344,59.0,9.0,E,2002.0
9345,,,E,2005.0
9346,69.0,8.2,E,2008.0
9347,50.0,,E,2010.0
9349,,,E,2008.0
9351,,7.2,E,2005.0
9353,73.0,6.0,E,2004.0
9354,53.0,7.2,T,2008.0
9361,82.0,7.7,M,2010.0
9364,,,T,2009.0
9365,39.0,,E10+,2011.0
9368,41.0,,E10+,2010.0
9370,52.0,10.0,T,2008.0
9373,70.0,6.9,T,2015.0
9375,61.0,7.0,E,2008.0
9376,,6.7,E10+,2008.0
9378,63.0,,M,2003.0
9379,,,E,2001.0
9380,76.0,,T,2001.0
9381,51.0,,T,2008.0
9382,,6.2,E,2011.0
9385,,,E10+,2014.0
9388,53.0,,E,2008.0
9389,,,EC,2010.0
9391,58.0,9.0,E,2010.0
9399,,7.7,T,2013.0
9403,70.0,,E10+,2008.0
9411,,,E,2010.0
9422,,,E10+,2011.0
9429,,,E,2009.0
9431,42.0,,T,2008.0
9434,71.0,8.7,E,2007.0
9435,,,E,2005.0
9441,,,E,2011.0
9443,,,E,2010.0
9447,,,E10+,2015.0
9450,,,T,2011.0
9453,65.0,8.2,T,2008.0
9456,,,E,2010.0
9457,74.0,,E,2001.0
9463,,,E,2008.0
9464,94.0,8.8,T,2000.0
9465,,7.1,E,2016.0
9466,,,E,2011.0
9468,,3.1,E,2006.0
9471,,,E,2011.0
9473,53.0,,T,2009.0
9474,67.0,7.4,E,2006.0
9475,78.0,6.7,T,1998.0
9476,93.0,9.2,E,2001.0
9481,73.0,,E,2002.0
9483,56.0,5.2,E10+,2012.0
9485,91.0,8.0,T,2009.0
9492,,6.2,E,2009.0
9494,,,E,2010.0
9495,62.0,,E,2004.0
9496,,,E,2009.0
9507,65.0,,T,2008.0
9508,,,E,2009.0
9510,,7.1,E,2010.0
9517,,6.8,T,2008.0
9518,,2.5,E,2008.0
9521,,,E10+,2008.0
9523,,,E,2010.0
9525,,,E,2006.0
9531,,,E,2009.0
9533,59.0,,E,2007.0
9540,,,E,2011.0
9546,,,E,2009.0
9548,63.0,,E,2004.0
9553,73.0,9.0,E,2005.0
9557,80.0,8.2,T,2015.0
9562,,7.0,E,2011.0
9565,57.0,,E,2008.0
9567,,,T,2008.0
9574,,,E,2005.0
9575,94.0,8.8,T,2000.0
9576,65.0,8.8,T,2010.0
9579,55.0,3.3,E,2002.0
9580,,,E,2007.0
9581,,6.5,E,2011.0
9582,71.0,7.3,T,2003.0
9585,64.0,,E,2000.0
9586,39.0,6.9,E,2006.0
9587,70.0,8.8,T,2008.0
9589,88.0,7.8,E10+,2009.0
9590,65.0,,E,2002.0
9591,68.0,,E,2001.0
9592,,8.3,T,2004.0
9593,,,E,2008.0
9594,,3.8,E,2005.0
9595,82.0,6.7,E,2012.0
9601,72.0,,E,2002.0
9602,,,T,2011.0
9605,57.0,,E,2002.0
9609,62.0,5.5,M,2013.0
9610,,4.0,E10+,2012.0
9617,59.0,6.1,E10+,2009.0
9620,73.0,7.2,E10+,2015.0
